total_video_clicks,total_watch_time,total_forum_participation,total_coursepage_clicks,total_assignment_clicks,correct_answer_ratio,total_session_count,avg_login_interval_secs
0.0,0.0,0.0,0.780383072843681,0.0,0.0,0.698501557950974,0.0
6.3140049350272776,8.106775054686237,1.2200126411109748,6.244368494927531,7.60870221393419,0.0,0.698501557950974,0.0
0.0,0.0,0.6497877053650079,6.653106701256139,11.071151264997711,0.0,1.4078223087661763,57.06485018692786
4.468413045996025,54.23426424093177,0.0,2.1340538181240287,0.0,0.0,0.698501557950974,0.0
1.6016205979891318,0.0,0.0,3.8803683633754673,2.3484993746560283,0.0,0.698501557950974,0.0
1.231118462549171,0.0,0.0,3.0076881278753,0.0,0.0,0.698501557950974,0.0
1.231118462549171,0.0,0.0,1.3284571391423659,0.0,0.0,0.698501557950974,0.0
3.493692278430708,8.133179251043664,0.0,2.4566975309784755,0.0,0.0,1.112103559912264,45.30576808315434
2.3875532243386046,1.6208165096225002,0.0,3.473240195858248,0.0,0.0,0.698501557950974,0.0
0.0,0.0,0.0,0.780383072843681,0.0,0.0,0.698501557950974,0.0
3.0910202665172317,0.0,0.0,5.554079257653923,1.5832298082727683,0.0,1.4078223087661763,55.39158372018799
7.011800020071417,24.44221143081618,0.0,4.730912612932131,4.3452938837503154,0.0,1.4078223087661763,57.26563658440162
2.770698076426002,5.687063509361136,0.0,3.8803683633754673,2.1296220262945997,0.7727602777784345,0.698501557950974,0.0
0.0,0.0,0.0,2.1340538181240287,0.0,0.0,0.698501557950974,0.0
8.191683696158645,17.506551078314168,0.0,8.313009338954881,5.463801707990396,0.0,1.112103559912264,48.68893805492501
0.7444197227315699,0.0,0.0,0.780383072843681,0.0,0.0,0.698501557950974,0.0
1.231118462549171,0.0,0.0,2.7453181162422955,0.0,0.0,0.698501557950974,0.0
1.9043206877167473,8.133179251043664,0.0,3.8803683633754673,0.0,0.0,1.112103559912264,45.006418755225845
0.7444197227315699,0.0,0.0,0.0,0.0,0.0,0.698501557950974,0.0
2.3875532243386046,0.0,0.0,3.473240195858248,0.740225629301731,0.0,0.698501557950974,0.0
3.3678430462245252,0.0,0.0,4.730912612932131,0.0,0.0,1.112103559912264,47.286207521993006
0.0,0.0,0.0,1.3284571391423659,0.0,0.0,0.698501557950974,0.0
0.7444197227315699,0.0,0.0,2.4566975309784755,0.0,0.0,0.698501557950974,0.0
0.0,0.0,0.0,0.0,4.629172080623009,0.0,0.698501557950974,0.0
2.5886892074102854,0.7487637269284165,1.3882936214770576,8.454247822335013,1.5832298082727683,0.0,1.6385022524150399,51.24720355635325
2.1620552197741834,0.0,0.0,3.0076881278753,0.0,0.0,0.698501557950974,0.0
0.0,0.0,0.0,0.780383072843681,0.0,0.0,0.698501557950974,0.0
0.0,0.0,0.0,1.3284571391423659,0.0,0.0,0.698501557950974,0.0
6.274334918118107,10.159393446382579,0.0,4.413769724390989,0.0,0.0,1.4078223087661763,46.912910130425004
1.6016205979891318,2.9977665268809135,0.0,1.7651099333098432,0.0,0.0,0.698501557950974,0.0
1.231118462549171,0.0,0.0,1.3284571391423659,0.0,0.0,0.698501557950974,0.0
8.672183041287873,24.611274392574042,0.0,5.91248754281735,4.821161152694316,0.0,1.112103559912264,54.09983736999531
0.0,0.0,0.0,0.0,1.878783368186171,0.0,0.698501557950974,0.0
10.643465785059385,24.770205714097767,0.0,7.030115956247626,6.087058135828978,0.0,1.112103559912264,46.51406875063947
0.0,0.0,0.0,5.1630933503095156,0.0,0.0,0.698501557950974,0.0
0.0,0.0,0.0,1.3284571391423659,0.0,0.0,0.698501557950974,0.0
2.5886892074102854,8.624432825186215,0.9923525182258098,3.249076710940395,0.0,0.0,0.698501557950974,0.0
10.676310304187279,24.316635232874255,0.0,7.943692328289385,7.119171828007691,0.0,1.112103559912264,53.74094996090629
8.672183041287873,28.862536245040058,0.0,5.297506308670441,0.0,0.0,1.112103559912264,61.18597418347279
1.231118462549171,0.0,0.9923525182258098,2.7453181162422955,0.0,0.0,0.698501557950974,0.0
1.9043206877167473,0.0,0.0,2.7453181162422955,0.0,0.0,1.112103559912264,38.504482094622574
13.932322605094797,32.04688741669598,1.5206323616590136,15.198718738301405,7.291611199614512,0.0,1.4078223087661763,52.00489359063648
11.502070421812414,26.755148165315486,0.0,4.880232518987349,9.54908232228347,0.0,1.4078223087661763,55.6072994664643
6.193302078297489,11.530946221314652,0.0,5.024137223595712,0.0,0.0,1.112103559912264,46.353535406173584
1.6016205979891318,0.0,0.0,1.3284571391423659,0.0,0.0,0.698501557950974,0.0
0.7444197227315699,0.0,0.0,0.780383072843681,0.0,0.0,0.698501557950974,0.0
0.0,0.0,0.0,1.3284571391423659,0.0,0.0,0.698501557950974,0.0
14.130611111558053,29.323382045187497,0.9923525182258098,16.301048611062242,4.419672949315115,0.0,1.4078223087661763,43.87440957104766
0.0,0.0,0.0,3.249076710940395,0.0,0.0,0.698501557950974,0.0
3.234030852250095,15.91990737908195,0.0,2.4566975309784755,0.0,0.0,0.698501557950974,0.0
2.5886892074102854,16.17879334589712,0.0,3.6829619087965666,0.0,0.0,0.698501557950974,0.0
4.622498068588013,24.194866088366677,0.0,5.1630933503095156,0.0,0.0,1.112103559912264,7.006877674436501
10.751911438620594,28.53266208706863,0.0,3.6829619087965666,12.444034970574833,0.0,2.639295879059353,44.611832905622975
0.0,0.0,0.0,0.0,2.7191912022466336,0.0,0.698501557950974,0.0
3.3678430462245252,0.0,2.2286323359324793,9.59380416285412,5.1637486301159115,0.0,1.4078223087661763,54.76103857443816
0.0,0.0,0.0,1.3284571391423659,0.0,0.0,0.698501557950974,0.0
2.3875532243386046,7.802540726213787,0.0,4.2445644264154945,0.0,0.0,1.112103559912264,48.84089130237095
1.231118462549171,0.0,0.0,2.1340538181240287,0.0,0.0,0.698501557950974,0.0
1.231118462549171,0.0,0.0,6.025816306735765,6.79701630761324,0.0,2.128129832507386,46.547344749751275
0.7444197227315699,0.0,0.0,2.1340538181240287,0.0,0.0,0.698501557950974,0.0
6.193302078297489,14.442249915760693,0.0,5.297506308670441,0.0,0.0,0.698501557950974,0.0
3.234030852250095,1.2426841481911408,0.0,3.6829619087965666,0.0,0.0,0.698501557950974,0.0
1.231118462549171,0.0,0.0,3.0076881278753,0.0,0.0,0.698501557950974,0.0
13.96851685173817,26.21980831048949,0.6497877053650079,14.771038815835185,6.528525101650308,0.0,2.362382811565887,42.100984082314966
1.231118462549171,0.0,0.0,1.3284571391423659,0.0,0.0,0.698501557950974,0.0
1.6016205979891318,1.9310433402465412,0.0,3.249076710940395,0.0,0.0,0.698501557950974,0.0
6.541209587766767,22.58445891860023,0.0,7.208511589374265,0.0,0.0,1.4078223087661763,31.416125747203807
2.3875532243386046,2.636458732202011,0.0,3.0076881278753,0.740225629301731,0.0,0.698501557950974,0.0
0.0,0.0,0.0,2.1340538181240287,0.0,0.0,0.698501557950974,0.0
4.303736055962122,4.988301795727435,0.0,5.297506308670441,0.0,0.0,1.112103559912264,59.50741268967015
1.6016205979891318,3.701428238532624,0.0,3.473240195858248,0.0,0.0,0.698501557950974,0.0
9.646515141845402,51.84895589456519,1.2200126411109748,12.664483362003434,3.8369699950399863,0.0,1.112103559912264,58.98427438641142
2.1620552197741834,0.0,0.0,2.4566975309784755,0.0,0.0,0.698501557950974,0.0
3.493692278430708,13.976561317389676,0.0,3.473240195858248,0.0,0.0,0.698501557950974,0.0
